learning_rate,regularization,hidden_dims,mean_accuracy,mean_f1
0.001,0.1,[2],0.7564516129032258,0.8612602212602212
0.001,0.1,"[2, 2]",0.7564516129032258,0.8612602212602212
0.001,0.1,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.001,0.1,[10],0.7564516129032258,0.8612602212602212
0.001,0.1,"[10, 10]",0.7564516129032258,0.8612602212602212
0.001,0.1,[20],0.7564516129032258,0.8612602212602212
0.001,0.1,[40],0.7564516129032258,0.8612602212602212
0.001,0.1,"[20, 10]",0.7564516129032258,0.8612602212602212
0.001,0.1,"[30, 15]",0.7564516129032258,0.8612602212602212
0.001,0.1,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.0,[2],0.7564516129032258,0.8612602212602212
0.01,0.0,"[2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.0,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.0,[10],0.7564516129032258,0.8612602212602212
0.01,0.0,"[10, 10]",0.7564516129032258,0.8612602212602212
0.01,0.0,[20],0.7564516129032258,0.8612602212602212
0.01,0.0,[40],0.7564516129032258,0.8612602212602212
0.01,0.0,"[20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.0,"[30, 15]",0.7564516129032258,0.8612602212602212
0.01,0.0,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.001,[2],0.7564516129032258,0.8612602212602212
0.01,0.001,"[2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.001,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.001,[10],0.7564516129032258,0.8612602212602212
0.01,0.001,"[10, 10]",0.7564516129032258,0.8612602212602212
0.01,0.001,[20],0.7564516129032258,0.8612602212602212
0.01,0.001,[40],0.7564516129032258,0.8612602212602212
0.01,0.001,"[20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.001,"[30, 15]",0.7564516129032258,0.8612602212602212
0.01,0.001,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.01,[2],0.7564516129032258,0.8612602212602212
0.01,0.01,"[2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.01,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.01,[10],0.7564516129032258,0.8612602212602212
0.01,0.01,"[10, 10]",0.7564516129032258,0.8612602212602212
0.01,0.01,[20],0.7564516129032258,0.8612602212602212
0.01,0.01,[40],0.7564516129032258,0.8612602212602212
0.01,0.01,"[20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.01,"[30, 15]",0.7564516129032258,0.8612602212602212
0.01,0.01,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.1,[2],0.7564516129032258,0.8612602212602212
0.01,0.1,"[2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.1,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.01,0.1,[10],0.7564516129032258,0.8612602212602212
0.01,0.1,"[10, 10]",0.7564516129032258,0.8612602212602212
0.01,0.1,[20],0.7564516129032258,0.8612602212602212
0.01,0.1,[40],0.7564516129032258,0.8612602212602212
0.01,0.1,"[20, 10]",0.7564516129032258,0.8612602212602212
0.01,0.1,"[30, 15]",0.7564516129032258,0.8612602212602212
0.01,0.1,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.0,[2],0.794758064516129,0.8808635373341256
0.05,0.0,"[2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.0,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.0,[10],0.8141129032258064,0.8861613876319758
0.05,0.0,"[10, 10]",0.7564516129032258,0.8612602212602212
0.05,0.0,[20],0.827016129032258,0.8930874811463048
0.05,0.0,[40],0.8141129032258064,0.8838037676609105
0.05,0.0,"[20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.0,"[30, 15]",0.7564516129032258,0.8612602212602212
0.05,0.0,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.001,[2],0.8080645161290322,0.8877684407096172
0.05,0.001,"[2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.001,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.001,[10],0.8205645161290323,0.8905155240615839
0.05,0.001,"[10, 10]",0.7564516129032258,0.8612602212602212
0.05,0.001,[20],0.827016129032258,0.8930874811463048
0.05,0.001,[40],0.8205645161290323,0.8885384615384616
0.05,0.001,"[20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.001,"[30, 15]",0.7564516129032258,0.8612602212602212
0.05,0.001,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.01,[2],0.8141129032258064,0.8909334674040557
0.05,0.01,"[2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.01,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.01,[10],0.8205645161290323,0.8894796380090497
0.05,0.01,"[10, 10]",0.7564516129032258,0.8612602212602212
0.05,0.01,[20],0.8141129032258064,0.8838037676609105
0.05,0.01,[40],0.8141129032258064,0.8838037676609105
0.05,0.01,"[20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.01,"[30, 15]",0.7564516129032258,0.8612602212602212
0.05,0.01,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.1,[2],0.794758064516129,0.8808457493918093
0.05,0.1,"[2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.1,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.05,0.1,[10],0.8205645161290323,0.8905155240615839
0.05,0.1,"[10, 10]",0.7564516129032258,0.8612602212602212
0.05,0.1,[20],0.8205645161290323,0.8897692307692309
0.05,0.1,[40],0.8205645161290323,0.8897692307692309
0.05,0.1,"[20, 10]",0.7564516129032258,0.8612602212602212
0.05,0.1,"[30, 15]",0.7564516129032258,0.8612602212602212
0.05,0.1,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.1,0.0,[2],0.8203629032258064,0.8872728476005787
0.1,0.0,"[2, 2]",0.7564516129032258,0.8612602212602212
0.1,0.0,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.1,0.0,[10],0.827016129032258,0.8913387888707037
0.1,0.0,"[10, 10]",0.827016129032258,0.8947083961789843
0.1,0.0,[20],0.8143145161290322,0.8820326664217241
0.1,0.0,[40],0.8143145161290322,0.8820326664217241
0.1,0.0,"[20, 10]",0.8076612903225806,0.8826923076923077
0.1,0.0,"[30, 15]",0.7883064516129032,0.8692029175306486
0.1,0.0,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.1,0.001,[2],0.8205645161290323,0.8875271719162298
0.1,0.001,"[2, 2]",0.7754032258064516,0.8699870499870499
0.1,0.001,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.1,0.001,[10],0.8205645161290323,0.8866040949931527
0.1,0.001,"[10, 10]",0.794758064516129,0.8770068711245183
0.1,0.001,[20],0.8205645161290323,0.8866040949931527
0.1,0.001,[40],0.8143145161290322,0.8820326664217241
0.1,0.001,"[20, 10]",0.7820564516129032,0.8657519371384916
0.1,0.001,"[30, 15]",0.8141129032258064,0.8838037676609105
0.1,0.001,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.1,0.01,[2],0.8076612903225806,0.8792728476005787
0.1,0.01,"[2, 2]",0.7564516129032258,0.8612602212602212
0.1,0.01,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.1,0.01,[10],0.8205645161290323,0.8866040949931527
0.1,0.01,"[10, 10]",0.7818548387096773,0.8678606883312767
0.1,0.01,[20],0.8205645161290323,0.8866040949931527
0.1,0.01,[40],0.8143145161290322,0.8820326664217241
0.1,0.01,"[20, 10]",0.8334677419354838,0.8983162393162394
0.1,0.01,"[30, 15]",0.8205645161290323,0.8875271719162298
0.1,0.01,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.1,0.1,[2],0.8205645161290323,0.8885384615384616
0.1,0.1,"[2, 2]",0.7689516129032258,0.8676094276094275
0.1,0.1,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.1,0.1,[10],0.8205645161290323,0.8866040949931527
0.1,0.1,"[10, 10]",0.7629032258064516,0.8600018593295904
0.1,0.1,[20],0.8205645161290323,0.8866040949931527
0.1,0.1,[40],0.8205645161290323,0.8866040949931527
0.1,0.1,"[20, 10]",0.7754032258064516,0.863336531193674
0.1,0.1,"[30, 15]",0.8012096774193548,0.8796993006993008
0.1,0.1,"[40, 20, 10]",0.7564516129032258,0.8612602212602212
0.5,0.0,[2],0.827016129032258,0.887888888888889
0.5,0.0,"[2, 2]",0.820766129032258,0.8846215819661198
0.5,0.0,"[2, 2, 2]",0.7564516129032258,0.8612602212602212
0.5,0.0,[10],0.827016129032258,0.887888888888889
0.5,0.0,"[10, 10]",0.8334677419354838,0.8916439909297053
0.5,0.0,[20],0.8334677419354838,0.8916439909297053
0.5,0.0,[40],0.8334677419354838,0.8916439909297053
0.5,0.0,"[20, 10]",0.8334677419354838,0.8916439909297053
0.5,0.0,"[30, 15]",0.8463709677419354,0.9014217687074829
0.5,0.0,"[40, 20, 10]",0.8205645161290323,0.8829477124183007
0.5,0.001,[2],0.8272177419354838,0.8880725623582766
0.5,0.001,"[2, 2]",0.8272177419354838,0.8888323739752313
0.5,0.001,"[2, 2, 2]",0.782258064516129,0.8748898508898508
0.5,0.001,[10],0.8463709677419354,0.9005670678527821
0.5,0.001,"[10, 10]",0.8334677419354838,0.8916439909297053
0.5,0.001,[20],0.8334677419354838,0.8916439909297053
0.5,0.001,[40],0.827016129032258,0.887888888888889
0.5,0.001,"[20, 10]",0.8334677419354838,0.8916439909297053
0.5,0.001,"[30, 15]",0.827016129032258,0.8853461185892797
0.5,0.001,"[40, 20, 10]",0.827016129032258,0.8853461185892797
0.5,0.01,[2],0.8336693548387096,0.8932405372405373
0.5,0.01,"[2, 2]",0.8272177419354838,0.8888323739752313
0.5,0.01,"[2, 2, 2]",0.7758064516129032,0.8713301513301512
0.5,0.01,[10],0.827016129032258,0.887888888888889
0.5,0.01,"[10, 10]",0.8334677419354838,0.8916439909297053
0.5,0.01,[20],0.8334677419354838,0.8916439909297053
0.5,0.01,[40],0.8334677419354838,0.8916439909297053
0.5,0.01,"[20, 10]",0.8334677419354838,0.8916439909297053
0.5,0.01,"[30, 15]",0.827016129032258,0.8853461185892797
0.5,0.01,"[40, 20, 10]",0.8078629032258065,0.8744117448397798
0.5,0.1,[2],0.8336693548387096,0.8932405372405373
0.5,0.1,"[2, 2]",0.8272177419354838,0.8888664799253035
0.5,0.1,"[2, 2, 2]",0.7758064516129032,0.8713301513301512
0.5,0.1,[10],0.8399193548387096,0.8968119658119658
0.5,0.1,"[10, 10]",0.8334677419354838,0.892437908496732
0.5,0.1,[20],0.8334677419354838,0.892437908496732
0.5,0.1,[40],0.8334677419354838,0.892437908496732
0.5,0.1,"[20, 10]",0.8334677419354838,0.892437908496732
0.5,0.1,"[30, 15]",0.8334677419354838,0.892437908496732
0.5,0.1,"[40, 20, 10]",0.8141129032258064,0.8758990901655072
